2364,1775998544203,person,0.560,"[73,52,258,177]"
2365,1775998544246,person,0.556,"[73,53,258,177]"
2366,1775998544286,person,0.536,"[73,53,258,177]"
2371,1775998544497,person,0.631,"[73,53,257,177]"
2373,1775998544583,person,0.507,"[73,53,257,177]"
2375,1775998544661,person,0.540,"[73,53,257,177]"
2388,1775998545211,person,0.673,"[72,52,262,177]"
2390,1775998545296,person,0.635,"[73,52,263,178]"
2393,1775998545419,person,0.598,"[72,52,263,177]"
2398,1775998545626,person,0.509,"[25,0,273,178]"
2400,1775998545710,apple,0.516,"[183,65,209,94]"
2412,1775998546204,apple,0.587,"[191,60,216,88]"
2418,1775998546464,dog,0.516,"[31,31,275,177]"
2420,1775998546541,dog,0.657,"[29,31,272,177]"
2444,1775998547545,person,0.553,"[29,3,269,177]"
2450,1775998547788,person,0.856,"[23,3,276,177]"
2453,1775998547922,person,0.846,"[23,4,275,177]"
2454,1775998547958,person,0.624,"[21,3,274,177]"
2456,1775998548039,person,0.532,"[24,0,276,178]"
2457,1775998548080,dog,0.713,"[22,31,278,177]"
2459,1775998548176,person,0.535,"[26,30,273,177]"
2466,1775998548457,person,0.712,"[27,30,275,178]"
2468,1775998548541,person,0.713,"[26,29,275,178]"
2488,1775998549370,person,0.525,"[230,102,291,179]"
95,1775999018798,dog,0.519,"[105,48,227,177]"
98,1775999018917,dog,0.528,"[104,49,227,177]"
104,1775999019173,dog,0.617,"[100,49,228,177]"
119,1775999019800,dog,0.508,"[101,31,226,177]"
121,1775999019878,dog,0.558,"[105,39,228,177]"
124,1775999020008,dog,0.585,"[102,29,227,177]"
125,1775999020049,dog,0.640,"[102,39,228,177]"
127,1775999020130,dog,0.679,"[100,40,227,178]"
129,1775999020213,dog,0.765,"[100,40,227,178]"
131,1775999020295,dog,0.616,"[99,21,227,177]"
133,1775999020378,dog,0.669,"[99,8,227,177]"
135,1775999020458,dog,0.541,"[99,19,227,177]"
141,1775999020711,dog,0.535,"[104,0,232,177]"
166,1775999021788,cat,0.718,"[17,37,142,148]"
205,1775999023378,cat,0.519,"[44,14,154,156]"
318,1775999028091,cat,0.767,"[115,8,213,171]"
332,1775999028687,bear,0.577,"[172,12,271,177]"
392,1775999031168,bird,0.882,"[50,82,249,178]"
399,1775999031463,bird,0.778,"[51,68,257,178]"
401,1775999031542,person,0.815,"[50,63,258,178]"
405,1775999031708,person,0.605,"[57,57,262,178]"
406,1775999031799,person,0.833,"[60,57,262,177]"
410,1775999031943,bird,0.695,"[71,55,261,178]"
458,1775999033922,apple,0.516,"[183,65,209,94]"
509,1775999036045,person,0.845,"[22,1,277,177]"
524,1775999036684,person,0.712,"[27,30,275,178]"
546,1775999037600,person,0.525,"[230,102,291,179]"
